Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
M,Denial of Service (DoS),neo-python,"[,0.7.8)",pip,"2,Nov,2018"
C,Malicious Package,event-stream,&#x3D;3.3.6,npm,"2,Nov,2018"
C,Malicious Package,flatmap-stream,*,npm,"2,Nov,2018"
M,HTML Injection,valine,&lt;1.3.4,npm,"2,Nov,2018"
L,Arbitrary Code Execution,jquery-file-upload,*,npm,"2,Nov,2018"
M,Cross-site Scripting (XSS),inline-source,&lt;6.1.7,npm,"2,Nov,2018"
L,Arbitrary Code Execution,org.webjars:jquery-file-upload,"(,)",Maven,"2,Nov,2018"
L,Arbitrary Code Execution,org.webjars.bowergithub.blueimp:jquery-file-upload,"(,)",Maven,"2,Nov,2018"
L,Arbitrary Code Execution,org.webjars.bower:jquery-file-upload,"(,)",Maven,"2,Nov,2018"
H,Arbitrary Code Execution,intelliants/subrion,&gt;&#x3D;0.0.0,Composer,"2,Nov,2018"
H,Privilege Escalation,auth0-js,&lt;8.0.0,npm,"2,Nov,2018"
M,Arbitrary Command Execution,kibana,"&lt;5.3.13,&gt;&#x3D;6.4.0 &lt;6.4.3",npm,"2,Nov,2018"
M,Information Exposure,flarum/core,&lt;0.1.0,Composer,"1,Nov,2018"
M,Cross-site Scripting (XSS),serve-handler,&lt;5.0.3,npm,"1,Nov,2018"
M,Man-in-the-Middle (MitM),org.apache.qpid:proton-j,"[,0.30.0)",Maven,"1,Nov,2018"
H,XML External Entity (XXE) Injection,phpoffice/phpspreadsheet,&lt;1.5.1,Composer,"1,Nov,2018"
H,Arbitrary Object injection,phpmailer/phpmailer,"&gt;&#x3D;5.0.0, &lt;5.2.27,&gt;&#x3D;6.0.0, &lt;6.0.6",Composer,"1,Nov,2018"
M,Cross-site Scripting (XSS),ckeditor,&gt;&#x3D;4.0.0 &lt;4.11.0,npm,"1,Nov,2018"
,,,,,
M,Symlink Attack,pillow,"[,2.3.1)",pip,"1,Feb,2014"
M,Insecure use of temporary file,eyed3,"(,0.6.18],(,7.0.3]",pip,"1,Feb,2014"
M,Cross-site Scripting (XSS),com.sun.faces:jsf-impl,"[2.0.0,2.2.6)",Maven,"0,Feb,2014"
L,Cross-site Scripting (XSS),ember-source,"&lt; 1.3.2, &gt;&#x3D; 1.3,&lt; 1.2.2, &gt;&#x3D; 1.2.0",RubyGems,"0,Feb,2014"
M,Directory Traversal,st,&lt;0.2.5,npm,"0,Feb,2014"
M,SymLink Attack,numpy,"[,1.8.1)",pip,"0,Feb,2014"
H,Heap-based Buffer Overflow,libyaml,&lt;0.2.3,npm,"0,Feb,2014"
M,VBScript Content Injection,marked,"[,0.3.3)",NuGet,"3,Jan,2014"
M,VBScript Content Injection,marked,&lt;0.3.3,npm,"3,Jan,2014"
H,Regular Expression Denial of Service (ReDoS),marked,&lt;0.3.4,npm,"3,Jan,2014"
M,Multiple Content Injection Vulnerabilities,marked,&lt;&#x3D;0.3.0,npm,"3,Jan,2014"
H,Regular Expression Denial of Service (ReDoS),org.webjars:marked,"[0,]",Maven,"3,Jan,2014"
M,VBScript Content Injection,org.webjars:marked,"[0,]",Maven,"3,Jan,2014"
H,Regular Expression Denial of Service (ReDoS),org.webjars.npm:marked,"(,0.3.4)",Maven,"3,Jan,2014"
M,VBScript Content Injection,org.webjars.npm:marked,"(,0.3.3)",Maven,"3,Jan,2014"
H,Regular Expression Denial of Service (ReDoS),org.webjars.bower:marked,"(,0.3.4)",Maven,"3,Jan,2014"
M,Access Restriction Bypass,paperclip,&lt; 4.0.0,RubyGems,"3,Jan,2014"
M,Arbitrary File Access,logilab-common,"[0.38.1,0.61.0)",pip,"3,Jan,2014"
M,Insecure use of temporary file,logilab-common,"[0.38.1,0.61.0)",pip,"3,Jan,2014"
M,Symlink File Overwrite,passenger,&lt; 4.0.38,RubyGems,"2,Jan,2014"
M,Symlink File Overwrite,passenger,&lt; 4.0.37,RubyGems,"2,Jan,2014"
M,Denial of Service (DoS),org.apache.struts.xwork:xwork-core,"[2.0.0, 2.3.4.1)",Maven,"2,Jan,2014"
M,Denial of Service (DoS),com.opensymphony:xwork-core,"[0,]",Maven,"2,Jan,2014"
M,JSONP Callback Attack,friendsofsymfony/rest-bundle,"&gt;&#x3D;1.2.0, &lt;1.2.2",Composer,"2,Jan,2014"
M,Arbitrary File Overwrite,pyxdg,[0.25],pip,"2,Jan,2014"
L,Man-in-the-Middle (MitM),httplib2,"[,0.9)",pip,"1,Jan,2014"
M,Privilege Escalation,jinja2,[2.7.2],pip,"1,Jan,2014"
H,Arbitrary Code Injection,com.smartbear.soapui:soapui-project,"[2.5.0,4.6.3)",Maven,"1,Jan,2014"
M,Insecure use of temporary file,rply,"[,0.7.0)",pip,"1,Jan,2014"
M,Cross-site Scripting (XSS),ember-source,"&gt;&#x3D;1.4.0.beta.1, &lt;1.4.0.beta.2,&gt;&#x3D;1.3.0, &lt;1.3.1,&gt;&#x3D;1.2.0, &lt;1.2.1,&gt;&#x3D;1.1.0, &lt;1.1.3,&lt;1.0.1",RubyGems,"1,Jan,2014"
,,,,,
H,Directory Traversal,serverzyy,*,npm,"0,Jun,2017"
H,Directory Traversal,serveryztyzt,*,npm,"0,Jun,2017"
H,Directory Traversal,serveryaozeyan,*,npm,"0,Jun,2017"
H,Directory Traversal,serverwzl,*,npm,"0,Jun,2017"
H,Arbitrary Command Injection,pidusage,&lt;1.1.5,npm,"0,Jun,2017"
H,Directory Traversal,serverwg,*,npm,"0,Jun,2017"
H,Directory Traversal,serverlyr,*,npm,"0,Jun,2017"
H,Directory Traversal,serverliujiayi1,*,npm,"0,Jun,2017"
H,Directory Traversal,serverhuwenhui,*,npm,"0,Jun,2017"
H,Directory Traversal,serverabc,*,npm,"0,Jun,2017"
H,Directory Traversal,run-this-place,*,npm,"0,Jun,2017"
H,Directory Traversal,ritp,*,npm,"0,Jun,2017"
H,Directory Traversal,reecerver,*,npm,"0,Jun,2017"
H,Directory Traversal,quickserver,*,npm,"0,Jun,2017"
H,Directory Traversal,qinserve,*,npm,"0,Jun,2017"
H,Directory Traversal,pytservce,*,npm,"0,Jun,2017"
H,Directory Traversal,picard,*,npm,"0,Jun,2017"
H,Directory Traversal,nodeload-nmickuli,*,npm,"0,Jun,2017"
H,Directory Traversal,peiserver,*,npm,"0,Jun,2017"
H,Directory Traversal,open-device,*,npm,"0,Jun,2017"
H,Directory Traversal,nodeaaaaa,*,npm,"0,Jun,2017"
H,Directory Traversal,node-server-forfront,*,npm,"0,Jun,2017"
H,Directory Traversal,zwserver,*,npm,"0,Jun,2017"
H,Directory Traversal,myserver.alexcthomas18,*,npm,"0,Jun,2017"
H,Directory Traversal,myprolyz,*,npm,"0,Jun,2017"
H,Directory Traversal,mockserve,*,npm,"0,Jun,2017"
H,Directory Traversal,mfrserver,*,npm,"0,Jun,2017"
H,Directory Traversal,looppake,*,npm,"0,Jun,2017"
H,Directory Traversal,liyujing,*,npm,"0,Jun,2017"
H,Directory Traversal,liuyaserver,*,npm,"0,Jun,2017"
,,,,,
H,Information Exposure,org.apache.tomcat:tomcat-coyote,"[7.0.0,7.0.77),[8,8.0.43),[8.5.0,8.5.13),[9-alpha,9.0.0.M19)",Maven,"2,May,2017"
C,Information Exposure,org.apache.tomcat:tomcat-coyote,"[8.5.0,8.5.13),[9-alpha,9.0.0.M19)",Maven,"2,May,2017"
C,Information Exposure,org.apache.tomcat:tomcat-catalina,"[7.0.0,7.0.76),[8,8.0.42),[8.5.0,8.5.12),[9-alpha,9.0.0.M17)",Maven,"2,May,2017"
H,Information Exposure,org.apache.tomcat:coyote,"[6,6.0.53)",Maven,"2,May,2017"
C,Deserialization of Untrusted Data,slyphon-log4j,&gt;&#x3D;0.0.0,RubyGems,"2,May,2017"
C,Deserialization of Untrusted Data,log4j-jars,&lt;2.13.1,RubyGems,"2,May,2017"
H,Directory Traversal,org.apache.solr:solr-core,"[1.4.0,5.5.4),[6.0.0,6.4.1)",Maven,"2,May,2017"
M,XML External Entity (XXE) Injection,org.apache.poi:poi-ooxml,"[,3.15)",Maven,"2,May,2017"
M,XML External Entity (XXE) Injection,org.apache.poi:poi,"[,3.15)",Maven,"2,May,2017"
C,Deserialization of Untrusted Data,org.apache.logging.log4j:log4j-core,"[,2.8.2)",Maven,"2,May,2017"
C,Deserialization of Untrusted Data,org.apache.logging.log4j:log4j,"[2.0,2.8.2)",Maven,"2,May,2017"
M,Cross-site Scripting (XSS),org.apache.hadoop:hadoop-hdfs,"[,2.7.0)",Maven,"2,May,2017"
H,Information Exposure,org.apache.geode:geode-pulse,"[,1.1.1)",Maven,"2,May,2017"
C,Arbitrary Code Execution,org.apache.flex.blazeds:flex-messaging-core,"[,4.7.3)",Maven,"2,May,2017"
C,Arbitrary Code Execution,org.apache.flex.blazeds:blazeds,"[,4.7.3)",Maven,"2,May,2017"
H,Timing Attack,org.apache.cxf:cxf-rt-rs-security-oauth2,"[,3.0.13),[3.1.0,3.1.10)",Maven,"2,May,2017"
H,Timing Attack,org.apache.cxf:cxf-rt-rs-security-jose,"[,3.0.13),[3.1.0,3.1.10)",Maven,"2,May,2017"
M,Cross-site Scripting (XSS),org.apache.brooklyn:brooklyn-jsgui,"[,0.10.0)",Maven,"2,May,2017"
C,User Impersonation,org.apache.nifi:nifi-web-security,"[0.7.0,0.7.2),[1.1.0,1.1.2)",Maven,"2,May,2017"
H,Unauthorized Data Access,org.apache.nifi:nifi-web-security,"[0.7.0,0.7.2),[1.1.0,1.1.2)",Maven,"2,May,2017"
H,Unauthorized Data Access,org.apache.nifi:nifi-framework-authorization,"[1.1.0,1.1.2)",Maven,"2,May,2017"
H,Improper Input Validation,org.apache.hadoop:hadoop-hdfs,"[,2.7.0)",Maven,"2,May,2017"
H,Session Fixation,org.apache.cxf:cxf-rt-ws-security,"[,3.0.14),[3.1.0,3.1.11)",Maven,"2,May,2017"
M,Access Restriction Bypass,org.apache.cxf:cxf-rt-rs-security-xml,"[,3.0.13),[3.1.0,3.1.10)",Maven,"2,May,2017"
H,Denial of Service (DoS),xstream:xstream,"[0,]",Maven,"2,May,2017"
H,Denial of Service (DoS),org.sonatype.nexus.xstream:xstream,"[0,]",Maven,"2,May,2017"
H,Server-Side Request Forgery (SSRF),org.openstreetmap.josm:josm,"[,14382)",Maven,"2,May,2017"
H,Denial of Service (DoS),org.jvnet.hudson:xstream,"[0,]",Maven,"2,May,2017"
H,Denial of Service (DoS),org.hudsonci.tools:xstream,"[0,]",Maven,"2,May,2017"
L,Improper Access Control,mysql:mysql-connector-java,"[,5.1.42)",Maven,"2,May,2017"
,,,,,
H,Unrestricted File Upload,openmage/magento-lts,"&gt;&#x3D;20.0.0, &lt;20.0.5,&gt;&#x3D;19.4.0, &lt;19.4.9",Composer,"2,Jan,2021"
M,Arbitrary Code Execution,openmage/magento-lts,"&gt;&#x3D;20.0.0, &lt;20.0.5,&gt;&#x3D;19.4.0, &lt;19.4.9",Composer,"2,Jan,2021"
H,Command Injection,lycwed-spritesheetjs,*,npm,"2,Jan,2021"
H,HTTP Response Splitting,github.com/gin-gonic/gin,*,Go,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,&lt;2.13.0,Composer,"2,Jan,2021"
H,Improper Neutralization,mautic/core,&lt;2.13.0,Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,&lt;2.14.0,Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;2.1.0, &lt;2.12.0",Composer,"2,Jan,2021"
H,Information Exposure,mautic/core,&lt;2.13.0,Composer,"2,Jan,2021"
M,Improper Authorization,mautic/core,"&gt;&#x3D;2.0.0, &lt;2.12.0",Composer,"2,Jan,2021"
M,Improper Authorization,mautic/core,"&gt;&#x3D;1.0.0, &lt;2.12.0",Composer,"2,Jan,2021"
C,Command Injection,monorepo-build,*,npm,"2,Jan,2021"
M,Command Injection,git-archive,*,npm,"2,Jan,2021"
M,Information Exposure,ansible,"[,2.8.19),[2.9.0, 2.9.18)",pip,"2,Jan,2021"
H,Command Injection,get-npm-package-version,&lt;1.0.7,npm,"2,Jan,2021"
H,Command Injection,s3-kilatstorage,*,npm,"2,Jan,2021"
H,Command Injection,curljs,*,npm,"2,Jan,2021"
M,Cross-site Request Forgery (CSRF),anchorcms/anchor-cms,&gt;&#x3D;0.0.0,Composer,"2,Jan,2021"
H,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;3.0.0, &lt;3.2.4,&lt;2.16.5",Composer,"2,Jan,2021"
L,Insufficiently Protected Credentials,de.tracetronic.jenkins.plugins:ecutest,"[,2.24)",Maven,"2,Jan,2021"
H,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;3.0.0, &lt;3.2.4,&lt;2.16.5",Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,&lt;2.14.0,Composer,"2,Jan,2021"
M,Insecure Defaults,pysaml2,"[,6.5.0)",pip,"2,Jan,2021"
M,Improper Validation,pysaml2,"[,6.5.0)",pip,"2,Jan,2021"
C,Malicious Package,sonatype,*,npm,"2,Jan,2021"
C,Malicious Package,discord-fix,*,npm,"2,Jan,2021"
C,Malicious Package,an0n-chat-lib,*,npm,"2,Jan,2021"
H,Cross-site Request Forgery (CSRF),io.vertx:vertx-web,"[4.0.0-milestone1,4.0.0-milestone5)",Maven,"2,Jan,2021"
M,Arbitrary Code Injection,ejs,&lt;3.1.6,npm,"2,Jan,2021"
M,Arbitrary Code Injection,org.webjars.npm:ejs,"[0,]",Maven,"2,Jan,2021"
,,,,,
M,NULL Pointer Dereference,tensorflow,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Cross-site Scripting (XSS),mediawiki/core,"&gt;&#x3D;1.31.0, &lt;1.31.10,&gt;&#x3D;1.32.0, &lt;1.34.4",Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),mediawiki/core,"&gt;&#x3D;1.31.0, &lt;1.31.10,&gt;&#x3D;1.32.0, &lt;1.34.4",Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),mediawiki/core,"&gt;&#x3D;1.32.0, &lt;1.34.4,&gt;&#x3D;1.31.0, &lt;1.31.9",Composer,"2,Sep,2020"
H,Out-of-bounds Write,tensorflow,"[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Out-of-Bounds,tensorflow-gpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Out-of-Bounds,tensorflow-cpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Out-of-Bounds,tensorflow,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Out-of-bounds Read,tensorflow-gpu,"[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Out-of-bounds Read,tensorflow-cpu,"[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Out-of-bounds Read,tensorflow,"[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Externally-Controlled Format String,tensorflow-gpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Externally-Controlled Format String,tensorflow-cpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Externally-Controlled Format String,tensorflow,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,NULL Pointer Dereference,tensorflow-gpu,"[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,NULL Pointer Dereference,tensorflow-cpu,"[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,NULL Pointer Dereference,tensorflow,"[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Improper Input Validation,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Improper Input Validation,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Improper Input Validation,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Improper Input Validation,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Improper Input Validation,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Improper Input Validation,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-gpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
,,,,,
H,Information Exposure,typo3/neos,"&gt;&#x3D;2.3.0, &lt;2.3.99,&gt;&#x3D;3.0.0, &lt;3.0.20,&gt;&#x3D;3.1.0, &lt;3.1.18,&gt;&#x3D;3.2.0, &lt;3.2.14,&gt;&#x3D;3.3.0, &lt;3.3.23,&gt;&#x3D;4.0.0, &lt;4.0.17,&gt;&#x3D;4.1.0, &lt;4.1.16,&gt;&#x3D;4.2.0, &lt;4.2.12,&gt;&#x3D;4.3.0, &lt;4.3.3",Composer,"1,Apr,2021"
H,Information Exposure,neos/neos,"&gt;&#x3D;2.3.0, &lt;2.3.99,&gt;&#x3D;3.0.0, &lt;3.0.20,&gt;&#x3D;3.1.0, &lt;3.1.18,&gt;&#x3D;3.2.0, &lt;3.2.14,&gt;&#x3D;3.3.0, &lt;3.3.23,&gt;&#x3D;4.0.0, &lt;4.0.17,&gt;&#x3D;4.1.0, &lt;4.1.16,&gt;&#x3D;4.2.0, &lt;4.2.12,&gt;&#x3D;4.3.0, &lt;4.3.3",Composer,"1,Apr,2021"
M,Information Exposure,typo3/flow,"&gt;&#x3D;3.0.0, &lt;3.0.12,&gt;&#x3D;3.1.0, &lt;3.1.10,&gt;&#x3D;3.2.0, &lt;3.2.13,&gt;&#x3D;3.3.0, &lt;3.3.13,&gt;&#x3D;4.0.0, &lt;4.0.6",Composer,"1,Apr,2021"
M,Information Exposure,neos/flow,"&gt;&#x3D;3.0.0, &lt;3.0.12,&gt;&#x3D;3.1.0, &lt;3.1.10,&gt;&#x3D;3.2.0, &lt;3.2.13,&gt;&#x3D;3.3.0, &lt;3.3.13,&gt;&#x3D;4.0.0, &lt;4.0.6",Composer,"1,Apr,2021"
M,Improper Input Validation,github.com/ovn-org/ovn-kubernetes/go-controller/pkg/ovn,*,Go,"1,Apr,2021"
H,SQL Injection,django-debug-toolbar,"[,1.11.1),[2.0, 2.2.1),[3.0, 3.2.1)",pip,"1,Apr,2021"
M,Cross-site Scripting (XSS),djaiss/monica,&lt;2.19.1,Composer,"1,Apr,2021"
M,Cross-site Scripting (XSS),lavalite/cms,&gt;&#x3D;0.0.0,Composer,"1,Apr,2021"
H,Regular Expression Denial of Service (ReDoS),ssri,"&gt;&#x3D;5.2.2 &lt;6.0.2,&gt;&#x3D;7.0.0 &lt;7.1.1,&gt;&#x3D;8.0.0 &lt;8.0.1",npm,"1,Apr,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.npm:ssri,"[5.2.4, 6.0.2),[7.1.0, 8.0.1)",Maven,"1,Apr,2021"
M,Improper Input Validation,puppet,&lt;6.13.0,RubyGems,"1,Apr,2021"
H,Arbitrary Code Execution,getgrav/grav,&lt;1.7.11,Composer,"1,Apr,2021"
H,Command Injection,@azure/ms-rest-nodeauth,&lt;3.0.8,npm,"1,Apr,2021"
M,Cross-site Scripting (XSS),@nextcloud/dialogs,&lt;3.1.2,npm,"1,Apr,2021"
C,Out-of-bounds Write,accusoft.imagegear.all,"[0,]",NuGet,"1,Apr,2021"
M,Information Exposure,sopel-modules.weather,"[,1.2.4)",pip,"1,Apr,2021"
M,Cross-site Request Forgery (CSRF),trestle-auth,"&gt;&#x3D;0.4.0, &lt;0.4.2",RubyGems,"1,Apr,2021"
L,Information Exposure,pwweb/laravel-core,&lt;0.3.7-beta,Composer,"1,Apr,2021"
C,Information Exposure,shopware/platform,&lt;6.3.5.3,Composer,"1,Apr,2021"
C,Information Exposure,shopware/core,&lt;6.3.5.3,Composer,"1,Apr,2021"
M,Information Exposure,shopware/production,&lt;6.3.5.3,Composer,"1,Apr,2021"
C,Information Exposure,shopware/platform,&lt;6.3.5.3,Composer,"1,Apr,2021"
C,Information Exposure,shopware/core,&lt;6.3.5.3,Composer,"1,Apr,2021"
H,Information Exposure,@theia/mini-browser,&gt;&#x3D;0.3.9 &lt;0.16.0,npm,"1,Apr,2021"
M,Directory Traversal,umbracocms.core,"[,8.9.2)",NuGet,"1,Apr,2021"
M,Directory Traversal,umbracocms,"[,8.9.2)",NuGet,"1,Apr,2021"
C,Arbitrary Code Execution,jsreport,&lt;2.6.0,npm,"1,Apr,2021"
M,Improper Certificate Validation,tweetstream,&gt;&#x3D;0.0.0,RubyGems,"1,Apr,2021"
H,Prototype Pollution,set-deep-prop,*,npm,"1,Apr,2021"
C,Malicious Package,web-browserify,*,npm,"1,Apr,2021"
,,,,,
H,Denial of Service (DoS),org.springframework.data:spring-data-commons,"[, 1.13.11.RELEASE),[2.0.0.RELEASE, 2.0.6.RELEASE)",Maven,"2,Apr,2018"
H,Timing Attack,org.jasypt:jasypt,"[,1.9.2)",Maven,"2,Apr,2018"
H,Arbitrary Command Injection,pdfinfojs,&lt;0.4.1,npm,"2,Apr,2018"
M,Improper Validation of Integrity Check,tlslite-ng,"[,0.8.0-alpha3)",pip,"2,Apr,2018"
H,Deserialization of Untrusted Data,suricata-update,"[,1.0.0b1)",pip,"2,Apr,2018"
H,HTTP Response Splitting,gunicorn,"[,19.5.0)",pip,"2,Apr,2018"
M,Information Exposure,org.jenkins-ci.plugins:deploy,"[,1.13)",Maven,"2,Apr,2018"
M,Arbitrary File Read,org.jenkins-ci.plugins:config-file-provider,"[,2.16.2)",Maven,"2,Apr,2018"
L,Information Exposure,org.datadog.jenkins.plugins:datadog,"[,0.5.7)",Maven,"2,Apr,2018"
M,Arbitrary Code Execution,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-plugins,"[6.0.0,6.29.1),[7.0.0, 7.10.1),[8.0.0-M1, 8.0.0-M9.2)",Maven,"2,Apr,2018"
M,Cross-site Scripting (XSS),contao/core-bundle,"&gt;&#x3D;3.0.0, &lt;3.5.35,&gt;&#x3D;4.0.0, &lt;4.4.18,&gt;&#x3D;4.5.0, &lt;4.5.7",Composer,"2,Apr,2018"
M,Authentication Bypass,io.jenkins.blueocean:blueocean-parent,"[,1.1.6)",Maven,"2,Apr,2018"
H,Authentication Bypass,io.jenkins.blueocean:blueocean-bitbucket-pipeline,"[,1.1.6)",Maven,"2,Apr,2018"
H,Prototype Pollution,deep-extend,&lt;0.5.1,npm,"2,Apr,2018"
H,Prototype Pollution,org.webjars.npm:deep-extend,"(,0.5.1)",Maven,"2,Apr,2018"
M,Insecure Credential Comparison,safe-compare,&gt;&#x3D;1.1.0 &lt;1.1.2,npm,"1,Apr,2018"
L,Cross-site Scripting (XSS),public,&lt;0.1.4,npm,"1,Apr,2018"
H,Prototype Pollution,merge-recursive,*,npm,"1,Apr,2018"
H,Prototype Pollution,merge-options,&lt;1.0.1,npm,"1,Apr,2018"
H,Prototype Pollution,merge-objects,*,npm,"1,Apr,2018"
H,Prototype Pollution,deap,&lt;1.0.1,npm,"1,Apr,2018"
H,Prototype Pollution,org.webjars.npm:deap,"(,1.0.1)",Maven,"1,Apr,2018"
H,Directory Traversal,studio-42/elfinder,&lt;2.1.36,Composer,"1,Apr,2018"
H,Arbitrary Code Execution,october/october,&lt;1.0.413,Composer,"1,Apr,2018"
H,Cross-site Request Forgery (CSRF),october/october,&lt;1.0.427,Composer,"1,Apr,2018"
L,Cross-site Scripting (XSS),glance,*,npm,"1,Apr,2018"
H,Directory Traversal,studio-42/elfinder,&lt;2.1.37,Composer,"1,Apr,2018"
C,File Path Modification,october/october,&lt;1.0.413,Composer,"1,Apr,2018"
C,Arbitrary Code Execution,october/october,&lt;1.0.413,Composer,"1,Apr,2018"
H,Arbitrary Code Injection,october/october,&lt;1.0.413,Composer,"1,Apr,2018"
,,,,,
H,Improper Certificate Validation,microsoft.aspnetcore.mvc.webapicompatshim,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Privilege Escalation,microsoft.aspnetcore.mvc.webapicompatshim,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
M,Authentication Bypass,microsoft.aspnetcore.mvc.webapicompatshim,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Improper Certificate Validation,microsoft.aspnetcore.mvc.viewfeatures,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Privilege Escalation,microsoft.aspnetcore.mvc.viewfeatures,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
M,Authentication Bypass,microsoft.aspnetcore.mvc.viewfeatures,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Improper Certificate Validation,microsoft.aspnetcore.mvc.taghelpers,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Privilege Escalation,microsoft.aspnetcore.mvc.taghelpers,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
M,Authentication Bypass,microsoft.aspnetcore.mvc.taghelpers,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Improper Certificate Validation,microsoft.aspnetcore.mvc.razor.host,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Privilege Escalation,microsoft.aspnetcore.mvc.razor.host,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
M,Authentication Bypass,microsoft.aspnetcore.mvc.razor.host,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Improper Certificate Validation,microsoft.aspnetcore.mvc.razor,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Privilege Escalation,microsoft.aspnetcore.mvc.razor,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
M,Authentication Bypass,microsoft.aspnetcore.mvc.razor,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
H,Improper Certificate Validation,microsoft.aspnetcore.mvc.localization,"[1,1.0.4),[1.1,1.1.3)",NuGet,"1,May,2017"
